,title,singer,id,Genre,Lyric
12161,Bad Liar,Imagine Dragons,135549.0,"Âu Mỹ, Pop","And terrors don't prey on"", 'Innocent victims 
 Trust me darling 
 Trust me darling', ""It's been a loveless year"", ""I'm a man of three fears"", 'Integrity faith and 
 Crocodile tears 
 Trust me darling 
 Trust me darling 
 So look me in the eyes 
 Tell me what you see 
 Perfect paradise 
 Tearing at the seams 
 I wish I could escape', ""I don't wanna fake it"", 'Wish I could erase it 
 Make your heart believe', ""But I'm a bad liar bad liar"", 'Now you know 
 Now you know', ""I'm a bad liar bad liar"", 'Now you know', ""You're free to go"", 'Did all my dreams 
 Never mean one thing 
 Does happiness lie 
 In a diamond ring', ""Oh I've been askin'"", ""Oh I've been askin'"", 'For problems problems problems 
 I wage my war 
 On the world inside 
 I take my gun', ""To the enemy's side"", ""Oh I've been askin' for"", ""Oh I've been askin' for"", 'Problems problems problems 
 So look me in the eyes 
 Tell me what you see 
 Perfect paradise 
 Tearing at the seams 
 I wish I could escape', ""I don't wanna fake it"", 'Wish I could erase it 
 Make your heart believe', ""But I'm a bad liar bad liar"", 'Now you know 
 Now you know', ""That I'm a bad liar bad liar"", 'Now you know', ""You're free to go"", ""I can't breathe"", ""I can't be"", ""I can't be what"", 'You want me to be 
 Believe me this one time 
 Believe me', ""I'm a bad liar bad liar"", 'Now you know 
 Now you know', ""That I'm a bad liar bad liar"", 'Now you know', ""You're free to go"", 'Oh 
 Please believe me 
 Please believe me"
12162,Blackjack,"Soobin, Binz",135553.0,"Việt Nam, Rap Việt","Sẽ là người duy nhất chiến thắng 
 Trên đường tới tim em 
 Anh là kẻ may mắn này 
 Luôn là kẻ may mắn này 
 Ván bài này ta sẽ mất trắng 
 Khi không đến bên nhau 
 Em đã ra khỏi bầy 
 Thu hút anh đêm nay 
 Thiêu đốt nơi này như 
 Ngọn đèn rọi vào màn đêm tối 
 Đôi trái tim còn dại lắm 
 Tới khúc sau còn dài lắm 
 Mời em ly Whisky 
 Thôi thì look at me nha 
 Đứng giữa chốn xa hoa 
 Em yêu kiều đến lạ 
 Dáng dấp nữ nhân kia 
 Như bức tranh sắc họa 
 6 mét cách xa nhau 
 Anh thu lại phút 1 
 Anh đặt cược vào em đêm nay 
 Anh là kẻ may mắn 
 Luôn là kẻ may mắn 
 Sẽ là người duy nhất chiến thắng 
 Trên đường tới tim em 
 Anh là kẻ may mắn này 
 Luôn là kẻ may mắn này 
 Ván bài này ta sẽ mất trắng 
 Khi không đến bên nhau 
 Khuyên tai lấp lánh - Fancy 
 Trông em khá chảnh - Chảnh lắm 
 Xem đàn ông như rác - Như là 3 4 7 
 Anh là thùng phá sảnh - Chặt 
 Dinner anh đã book - Rooftop 
 Nên anh mong em ừ 
 Body em 9 nút 
 Nên em mong anh bù 
 Christian Dior 
 Tiffany đồ 
 Louis V oh - Drippin 
 Tin tình yêu nhưng bên đàn ông 
 Em vẫn còn nghi ngờ 
 Thức dậy trong villa 
 Không thích yêu rappers 
 Không nghe nhạc Vina - House 
 Không thích thị phi 
 Và em chỉ có hứng với 
 Bad boi chơi được guitar 
 What you know about me 
 Khi tên anh luôn trên top “M”', ""High like we're from Netherland"", 'Going up, we never land 
 Còn ngàn thứ sóng sánh, long lanh 
 Lấp la lấp lánh đang chờ đợi đó 
 Double B, we’re in the building 
 SSG we represent 
 Anh là kẻ may mắn 
 Luôn là kẻ may mắn 
 Sẽ là người duy nhất chiến thắng 
 Trên đường tới tim em 
 Anh là kẻ may mắn này 
 Luôn là kẻ may mắn này 
 Ván bài này ta sẽ mất trắng 
 Khi không đến bên nhau 
 Anh là kẻ may mắn 
 Luôn là kẻ may mắn 
 Sẽ là người duy nhất chiến thắng 
 Trên đường tới tim em 
 Anh là kẻ may mắn này 
 Luôn là kẻ may mắn này 
 Ván bài này ta sẽ mất trắng 
 Khi không đến bên nhau 
 Let me know if you wit it', ""Spacebois yea we're winning"", 'Double B in da building 
 Touliver on da beat biz 
 Let me know if you wit it', ""Spacebois yea we're winning"", 'Double B in da building 
 Touliver on da beat biz"
12163,BOOM BOOM BOOM BOOM,Vengaboys,135555.0,"Âu Mỹ, Pop","Vengaboys are back in town 
 Ohohoh ohohoh 
 Ohohoh ohohoh 
 Ohohoh ohohoh 
 Ohohoh ohohoh 
 If you alone and you need a friend 
 Someone to make forget your problems 
 Just come along, baby take my hand 
 I need a lover tonight 
 Ohohoh ohohoh 
 This is what I wanna do 
 Ohohoh ohohoh', ""Let's have some fun"", 'Ohohoh ohohoh 
 One on one, just me and you 
 Ohohoh ohohoh 
 Boom boom boom boom!! 
 I want you in my room', ""Let's spend the night together"", 'From now until forever 
 Boom boom boom boom!! 
 I wanna double boom', ""Let's spend the night together"", 'Together in my room 
 Ohohoh ohohoh 
 Everybody get on down 
 Ohohoh ohohoh 
 Vengaboys are back in town 
 Ohohoh ohohoh 
 This is what I wanna do 
 Ohohoh ohohoh', ""Let's have some fun"", 'Ohohoh ohohoh 
 One on one, just me and you 
 Ohohoh ohohoh 
 Boom boom boom boom!! 
 I want you in my room', ""Let's spend the night together"", 'From now until forever 
 Boom boom boom boom!! 
 I wanna double boom', ""Let's spend the night together"", 'Together in my room 
 Boom boom boom boom!! 
 I want you in my room', ""Let's spend the night together"", 'From now until forever 
 Boom boom boom boom!! 
 I wanna double boom', ""Let's spend the night together"", 'Together in my room 
 Ohohoh ohohoh 
 Ohohoh ohohoh 
 Ohohoh ohohoh 
 Ohohoh ohohoh 
 Boom boom boom boom!! 
 I want you in my room', ""Let's spend the night together"", 'From now until forever 
 Boom boom boom boom!! 
 I wanna double boom', ""Let's spend the night together"", 'Together in my room 
 Boom boom boom boom!! 
 I want you in my room', ""Let's spend the night together"", 'From now until forever 
 Boom boom boom boom!! 
 I wanna double boom', ""Let's spend the night together"", 'Together in my room"
12164,BORN TO LOVE YOU,KANG SEUNG YOON,135556.0,Hàn Quốc,"Ppareuge jinagago 
 Ieukgo tto haega jeomulmyeon 
 Chimdaee nuumyeon 
 Harureul wonmanghago 
 Maja nan silsureul hago 
 Neowa na namnami dwaedo 
 Geokjeong ma ani jom haejwo 
 Mianhae 
 Eotteoke 
 Neol itgennyago 
 I was born to love you 
 But now we hate each other 
 Mianhae 
 Neul banbokaedo 
 I was born to love you 
 So give me a chance 
 Nan neul huhoehae neol 
 I was born 
 I was born to love you 
 I was born 
 I was born to love you yeah yeah 
 I was born to love you 
 Sigani jinalsurok 
 Nal mitji mothaneun 
 Neol jikyeobol su eopseo', ""You're the best mistake"", 'I ever had yeah 
 Mianhae naega igeobakke andwae 
 Maja naneun silsureul haetgo 
 Neowa naega namnami dwaedo 
 Hal mari eopseo 
 Keun sangcheoreul namgyeoseo mianhae 
 Eotteoke 
 Neol itgennyago 
 I was born to love you 
 But now we hate each other 
 Mianhae 
 Neul banbokaedo 
 I was born to love you 
 So give me a chance 
 Nan neul huhoehae neol 
 Eotteon marirado naege haejwo 
 Baby 
 Iksukaji aneun i gonggi 
 Meomchun i sigani 
 Amuri saenggakaedo 
 Ooh yeah 
 Ajik nan neoman 
 Banbokdoego inneunde 
 I was born 
 I was born to love you 
 I was born 
 I was born to love you"
12165,Bông Hoa Đẹp Nhất Tone Nữ,Quân A.P,135557.0,,
12166,Chuyện Đêm Mưa Tone Nam,Hoài Lâm,135559.0,"Việt Nam, Nhạc Trữ Tình","Ngoài trời không sao thưa 
 Đường lầy ướt ngõ tối 
 Mưa khuya 
 Về hiu hắt đi vào hồn 
 Chuyện đời quên đi thôi 
 Dĩ vãng xa lắm rồi 
 Gợi lại để làm chi 
 Nữa người ơi 
 Chiều nào nâng ly bôi 
 Tình vừa mới chấp nối 
 Tay không mà mơ ước 
 Đi vào.. đời.... 
 Để rồi bao năm trôi 
 Thênh thang đường không lối 
 Nhớ cố nhân 
 Muốn về rồi lại thôi 
 Quán vắng mưa khuya 
 Như khúc ca nghẹn lời 
 Tí tách rơi rơi 
 Day dứt trong lòng người 
 Không hẹn gặp nhau 
 Đêm nay 
 Chân nghèo sưởi ấm 
 Buốt giá 
 Đếm từng bước đêm 
 Về trên mái lá 
 Chừng nào mưa thôi rơi 
 Đường trần nắng dẫn lối 
 Mưa tan vào sương khói 
 Xuôi về... nguồn.... 
 Để người em năm xưa 
 Thôi không còn thương nhớ 
 Mỗi lúc nghe gió về 
 Kể chuyện... mưa.... 
 Quán vắng mưa khuya 
 Như khúc ca nghẹn lời 
 Tí tách rơi rơi 
 Day dứt trong lòng người 
 Không hẹn gặp nhau 
 Đêm nay 
 Chân nghèo sưởi ấm 
 Buốt giá 
 Đếm từng bước đêm 
 Về trên mái lá 
 Chừng nào mưa thôi rơi 
 Đường trần nắng dẫn lối 
 Mưa tan vào sương khói 
 Xuôi về... nguồn.... 
 Để người em năm xưa 
 Thôi không còn thương nhớ 
 Mỗi lúc nghe gió về 
 Kể chuyện... mưa.... 
 Để người em năm xưa 
 Thôi không còn thương nhớ 
 Mỗi lúc nghe gió về 
 Kể chuyện... mưa...."
12167,CHỈ MUỐN BÊN EM THẬT GẦN,YLing & Nguyễn Minh Phúc,135560.0,,
12168,"City of Stars (Duet ft. Ryan Gosling, Emma Stone)",La La Land,135561.0,Âu Mỹ,
12169,CLOSE TO YOU,Carpenters,135562.0,Khác,
12170,Càng Khó Càng Yêu (yue nan yue ai  越难越爱 ）,Ngô Nhược Hy,135564.0,,
12171,Cánh Bướm Trong Mưa Tone Nữ (yu die li yi jun 雨蝶 李翊君),Lý Dực Quân,135565.0,,
12172,Easy On Me,Adele,135566.0,"Âu Mỹ, Pop","I know there is hope in these waters', ""But I can't bring myself to swim"", 'When I am drowning in this silence 
 Baby, let me in 
 Go easy on me, baby 
 I was still a child', ""Didn't get the chance to"", 'Feel the world around me 
 I had no time to choose 
 What I chose to do 
 So go easy on me', ""There ain't no room"", 'For things to change 
 When we are both so deeply 
 Stuck in our ways', ""You can't deny"", 'How hard I have tried 
 I changed who I was 
 To put you both first 
 But now I give up 
 Go easy on mе, baby 
 I was still a child', ""Didn't get the chance to"", 'Feel thе world around me 
 Had no time to choose 
 What I chose to do 
 So go easy on me 
 I had good intentions 
 And the highest hopes 
 But I know right now', ""It probably doesn't even show"", 'Go easy on me, baby 
 I was still a child', ""I didn't get the chance to"", 'Feel the world around me 
 I had no time to choose 
 What I chose to do 
 So go easy on me"
12173,Em Đã Xa Anh (Remix),Như Việt,135567.0,"Việt Nam, V-Pop","Bao câu yêu thương rơi trên hàng mi 
 Người là thanh xuân 
 Mà anh chẳng thể ngừng mơ 
 Có lẽ anh đã quá yêu em 
 Và rồi nhận ra 
 Em mang cho ta những đắng cay 
 Và có lẽ anh đã quá thương em 
 Giờ còn hư vô 
 Anh muốn vùi chôn bao tháng ngày 
 Em đã xa anh 
 Vào trong một chiều mưa bay 
 Mang những yêu thương 
 Hòa du câu ca với mây 
 Quên hết đi bao ngày 
 Còn đọng lại trong nơi tim 
 Anh biết những chân thành 
 Sẽ không dành cho anh 
 Phía cuối nơi chân trời 
 Giữa con đường ta đi 
 Anh lau hết nước mắt 
 Còn đọng lại trên đôi mi 
 Thì thầm bên tai người nói 
 Hàng vạn câu ca đành rơi 
 Thì thầm bên tai lời yêu 
 Nhưng trong hư vô em đánh rơi rồi 
 Bơ vơ trong đêm, anh mơ về em 
 Một giọng nói ấy khiến anh thẫn thờ 
 Bao câu yêu thương rơi trên hàng mi 
 Người là thanh xuân 
 Mà anh chẳng thể ngừng mơ 
 Có lẽ anh đã quá yêu em 
 Và rồi nhận ra 
 Em mang cho ta những đắng cay 
 Và có lẽ anh đã quá thương em 
 Giờ còn hư vô 
 Anh muốn vùi chôn bao tháng ngày 
 Em đã xa anh 
 Vào trong một chiều mưa bay 
 Mang những yêu thương 
 Hòa du câu ca với mây 
 Quên hết đi bao ngày 
 Còn đọng lại trong nơi tim 
 Anh biết những chân thành 
 Sẽ không dành cho anh 
 Phía cuối nơi chân trời 
 Giữa con đường ta đi 
 Anh lau hết nước mắt 
 Còn đọng lại trên đôi mi 
 Thì thầm bên tai người nói 
 Hàng vạn câu ca đành rơi 
 Thì thầm bên tai lời yêu 
 Nhưng trong hư vô em đánh rơi rồi 
 Em, em xa anh rồi 
 Xin người đừng nói nữa 
 Em đã xa anh 
 Vào trong một chiều mưa bay 
 Mang những yêu thương 
 Hòa du câu ca với mây 
 Quên hết đi bao ngày 
 Còn đọng lại trong nơi tim 
 Anh biết những chân thành 
 Sẽ không dành cho anh 
 Phía cuối nơi chân trời 
 Giữa con đường ta đi 
 Anh lau hết nước mắt 
 Còn đọng lại trên đôi mi 
 Thì thầm bên tai người nói 
 Hàng vạn câu ca đành rơi 
 Thì thầm bên tai lời yêu 
 Nhưng trong hư vô em đánh rơi rồi 
 Lá úa đang phai tàn 
 Theo tháng năm xưa 
 Gió đông ơi đừng về 
 Em có ai chưa"
12174,Flashlight,JESSIE J,135569.0,"Việt Nam, V-Pop","When tomorrow comes', ""I'll be on my own"", 'Feeling frightened of', ""The things that I don't know"", 'When tomorrow comes 
 Tomorrow comes 
 Tomorrow comes 
 And though the road is long 
 I look up to the sky 
 And In the dark I found 
 I stop and I won’t fly 
 And I sing along I sing along 
 Then I sing along 
 I got all I need 
 When I got you and I 
 I look around me and see sweet life', ""I'm stuck in the dark"", ""But you're my flashlight"", ""You're getting me"", 'Getting me through the night 
 Can’t stop my heart 
 When you shining in my eyes 
 I can’t lie it’s a sweet life', ""I'm stuck in the dark"", ""But you're my flashlight"", ""You're getting me"", 'Getting me through the night', ""Cause you're my flash light"", ""You're my flash light"", 'I see the shadows long 
 Beneath the mountain top', ""I'm not the afraid"", ""When the rain won't stop"", 'Cause you light the way 
 You light the way you light the way 
 I got all I need 
 When I got you and I 
 I look around me and see sweet life', ""I'm stuck in the dark"", ""But you're my flashlight"", ""You're getting me"", 'Getting me through the night 
 Can’t stop my heart 
 When you shining in my eyes 
 Can’t lie it’s a sweet life', ""I'm stuck in the dark"", ""But you're my flashlight"", ""You're getting me"", 'Getting me through the night 
 Light light light in the flash light 
 Light light light in the flash light 
 Light light light 
 In the flash light light 
 You and I 
 Shinin in my eyes sweet life', ""Cause you're my flash light"", ""Cause you're my flash light"", ""Cause you're my flash light"", 'Light light light', ""You're my flash light light light"", ""You're my flash light light light"", ""You're my flash light light light"", 'I got all I need 
 When I got you and I 
 I look around me and see sweet life', ""I'm stuck in the dark"", ""But you're my flashlight"", ""You're getting me"", 'The night"
12175,From Sarah With Love,Sarah Connor,135570.0,"Âu Mỹ, Pop","For so many years 
 We were friends 
 And yes I always knew 
 What we could do 
 But so many tears in the rain 
 Felt the night you said 
 That love had come to you 
 I thought you were not my kind 
 I thought that I could 
 Never feel for you 
 The passion and 
 Love you were feeling 
 And so you left 
 For someone new 
 And now that', ""You're far and away"", ""I'm sending a letter today"", 'From Sarah with love', ""She'd got the lover"", 'She is dreaming of 
 She never found 
 The words to say 
 But I know that today', ""She's gonna send"", 'Her letter to you 
 From Sarah with love 
 She took your picture 
 To the stars above 
 And they told her it is true 
 She could dare 
 To fall in love with you', ""So don't make her blue"", 'When she writes to you 
 From Sarah with love 
 So maybe the chance for romance 
 Is like a train to catch', ""Before it's gone"", ""Maybe it's just an illusion"", 'To hold behind', ""The clouds you'll find the sun"", 'But I keep on 
 Hoping and praying 
 There will be a day 
 When we meet again', ""And I'll keep on"", 'Waiting and dreaming', ""You're strong enough"", 'To understand', ""As long as you're so far away"", ""I'm sending a letter each day"", 'From Sarah with love', ""She'd got the lover"", 'She is dreaming of 
 She never found 
 The words to say 
 But I know that today', ""She's gonna send"", 'Her letter to you 
 From Sarah with love 
 She took your picture 
 To the stars above 
 And they told her it is true 
 She could dare 
 To fall in love with you', ""So don't make her blue"", 'When she writes to you 
 From Sarah with love 
 From Sarah with love', ""She'd got the lover"", 'She is dreaming of 
 She never found 
 The words to say 
 But I know that today', ""She's gonna send"", 'Her letter to you 
 From Sarah with love', ""She's gotta know"", 'What you are thinking of', ""'Cause every little now and then"", 'And again and again 
 I know her heart 
 Cries out for you 
 From Sarah with love', ""She'd got the lover"", 'She is dreaming of 
 Never found the words to say 
 But today but today 
 From Sarah with love 
 She took your picture 
 To the stars above 
 And they told her it is true 
 She could dare 
 To fall in love with you', ""So don't make her blue"", 'When she writes to you 
 From Sarah with love 
 And they told her it is true 
 She could dare 
 To fall in love with you', ""So don't make me blue"", 'When I write to you 
 From Sarah with love"
12176,Goodbye,Air Supply,135571.0,"Việt Nam, V-Pop","Giờ chia tay 
 Những tháng ngày cùng bên nhau 
 Cánh phượng một thời thơ ngây 
 Giữ lại nụ cười nơi đây 
 Dưới mái trường 
 Kỷ niệm khó quên 
 Và tình yêu đầu tiên hồn nhiên. 
 Đường phía trước 
 Biết bao mật ngọt thơm hương 
 Có khi sẽ là chông gai 
 Khiến ta sẽ phải bi ai 
 Vững tin lên bạn thân mến ơi 
 Phải vượt qua chính mình. 
 Ngày đẹp vội đi qua 
 Đến giờ bạn bè chia xa 
 Chuyến đò chiều vừa đi qua 
 Đưa người về những nơi xa 
 Phượng vĩ tiễn bước 
 Từng người hàng ghế đá 
 Vẫn ngậm ngùi 
 Bờ môi hé nụ cười 
 Hòa nước mắt hoen mi ai 
 Good bye. 
 Một ngàn điều ước biết 
 Sẽ phải làm gì cho ai 
 Kính tặng thầy cô thân thương 
 Cánh hồng ngạt ngào thơm hương 
 Bạn thân trên con đường đời 
 Một tương lai luôn rạng ngời 
 Thời gian không làm phai 
 Những ký ức trong tim ai 
 Good bye mái trường. 
 Giờ chia tay 
 Những tháng ngày cùng bên nhau 
 Cánh phượng một thời thơ ngây 
 Giữ lại nụ cười nơi đây 
 Dưới mái trường 
 Kỷ niệm khó quên 
 Và tình yêu đầu tiên hồn nhiên. 
 Đường phía trước 
 Biết bao mật ngọt thơm hương 
 Có khi sẽ là chông gai 
 Khiến ta sẽ phải bi ai 
 Vững tin lên bạn thân mến ơi 
 Phải vượt qua chính mình. 
 Ngày đẹp vội đi qua 
 Đến giờ bạn bè chia xa 
 Chuyến đò chiều vừa đi qua 
 Đưa người về những nơi xa 
 Phượng vĩ tiễn bước 
 Từng người hàng ghế đá 
 Vẫn ngậm ngùi 
 Bờ môi hé nụ cười 
 Hòa nước mắt hoen mi ai 
 Good bye. 
 Một ngàn điều ước biết 
 Sẽ phải làm gì cho ai 
 Kính tặng thầy cô thân thương 
 Cánh hồng ngạt ngào thơm hương 
 Bạn thân trên con đường đời 
 Một tương lai luôn rạng ngời 
 Thời gian không làm phai 
 Những ký ức trong tim ai 
 Good bye mái trường. 
 Ngày đẹp vội đi qua 
 Đến giờ bạn bè chia xa 
 Chuyến đò chiều vừa đi qua 
 Đưa người về những nơi xa 
 Phượng vĩ tiễn bước 
 Từng người hàng ghế đá 
 Vẫn ngậm ngùi 
 Bờ môi hé nụ cười 
 Hòa nước mắt hoen mi ai 
 Good bye. 
 Một ngàn điều ước biết 
 Sẽ phải làm gì cho ai 
 Kính tặng thầy cô thân thương 
 Cánh hồng ngạt ngào thơm hương 
 Bạn thân trên con đường đời 
 Một tương lai luôn rạng ngời 
 Thời gian không làm phai 
 Những ký ức trong tim ai 
 Good bye mái trường."
