,Unnamed: 0,title,singer,id,Genre,Lyric
892,892,Chuyện Phim Buồn,Kiều Nga,,"Việt Nam, Nhạc Dân Ca - Quê Hương","Mưa lác đác rơi 
 Tôi thấy bơ vơ đi trong lạnh lùng 
 Buồn vì chiều nay 
 Anh lỡ hẹn để mình tôi cô đơn 
 Mưa ướt đôi vai 
 Bước về ngại ngùng 
 Thấy lòng buồn buồn vào xem phim 
 Ôi sao phũ phàng 
 Gặp bàn tay anh mơn tóc nàng 
 Ôi thôi tôi ra về rũ buồn 
 Đi lang thang bên lề đường 
 Nghẹn ngào hoen màu mắt 
 Lạc loài chân nặng bước 
 Nhớ đến lòng nát tan 
 Mãi nghĩ vì yêu ai 
 Chân bước về không hay 
 Mẹ hiền trông thấy con 
 Rầu rầu thương hỏi con 
 Đi chơi sao con buồn 
 Tôi biết nói sao 
 Che dấu thương đau 
 Cho vơi lệ sầu 
 Dù tình mẹ con 
 Tôi dám nào tỏ thật mẹ tôi hay 
 Tôi cố quên đi 
 Những chuyện vừa rồi 
 Để mẹ đừng buồn 
 Liền bịa ra chiều nay thấy buồn 
 Vì con xem chuyện phim buồn 
 Ôi thôi tôi ra về rũ buồn 
 Đi lang thang bên lề đường 
 Nghẹn ngào hoen màu mắt 
 Lạc loài chân nặng bước 
 Nhớ đến lòng nát tan 
 Mãi nghĩ vì yêu ai 
 Nên bước về không hay 
 Mẹ hiền trông thấy con 
 Rầu rầu thương hỏi con 
 Đi chơi sao con buồn 
 Tôi biết nói sao 
 Che dấu thương đau 
 Cho vơi lệ sầu 
 Dù tình mẹ con 
 Tôi dám nào tỏ thật mẹ tôi hay 
 Tôi cố quên đi 
 Những chuyện vừa rồi 
 Để mẹ đừng buồn 
 Liền bịa ra chiều nay thấy buồn 
 Vì con xem chuyện phim buồn 
 Vì con xem 
 Chuyện phim buồn"
893,893,Chuyện Thường Tình,Chế Thanh & Phương Thủy,,Việt Nam,"Cuộc tình ngày nào đã trao cho anh 
 Giờ chỉ còn trong đớn đau 
 Cuộc tình ngày nào đã trao cho nhau 
 Giờ bỗng phôi phai mau 
 Mình em bước đi 
 Trong mưa chiều nhớ anh 
 Hàng cây vắng tanh 
 Tiễn đưa em về kỷ niệm 
 Rồi cuộc tình mình 
 Cũng như mây trôi 
 Mây trôi thẫn thờ 
 Nhìn đường đời dài chỉ riêng em thôi 
 Người hỡi anh ơi có hay 
 Ngàn lời nói 
 Cho nhau bây giờ ích chi 
 Xin hãy khóc đi 
 Rồi ngày mai chia ly 
 Đừng trách gì nhau anh ơi 
 Đừng trách gì nhau anh ơi 
 Dẫu có buồn dẫu có vui 
 Cũng là kỷ niệm 
 Giọt nước mắt lăn dài 
 Tình yêu đó xa rồi 
 Tìm trong lãng quên người yêu hỡi 
 Đừng trách gì nhau anh ơi 
 Ngày tháng rồi quên đi thôi 
 Ngước mắt nhìn 
 Những dấu yêu mãi về chốn nao 
 Giọt nước mắt khô rồi 
 Người yêu hỡi thôi đành 
 Ta chia tay 
 Chuyện thường tình thế thôi 
 Rồi cuộc tình mình 
 Cũng như mây trôi 
 Mây trôi thẫn thờ 
 Nhìn đường đời dài chỉ riêng em thôi 
 Người hỡi anh ơi có hay 
 Ngàn lời nói 
 Cho nhau bây giờ ích chi 
 Xin hãy khóc đi 
 Rồi ngày mai chia ly 
 Đừng trách gì nhau anh ơi 
 Đừng trách gì nhau anh ơi 
 Dẫu có buồn dẫu có vui 
 Cũng là kỷ niệm 
 Giọt nước mắt lăn dài 
 Tình yêu đó xa rồi 
 Tìm trong lãng quên người yêu hỡi 
 Đừng trách gì nhau anh ơi 
 Ngày tháng rồi quên đi thôi 
 Ngước mắt nhìn 
 Những dấu yêu mãi về chốn nao 
 Giọt nước mắt khô rồi 
 Người yêu hỡi thôi đành 
 Ta chia tay 
 Chuyện thường tình thế thôi 
 Đừng trách gì nhau anh ơi 
 Ngày tháng rồi quên đi thôi 
 Ngước mắt nhìn 
 Những dấu yêu mãi về chốn nao 
 Giọt nước mắt khô rồi 
 Người yêu hỡi thôi đành 
 Ta chia tay 
 Chuyện thường tình thế thôi 
 Đừng trách gì nhau anh ơi"
894,894,Chuyện Tình Bảy Năm,Châu Gia Kiệt,,"Việt Nam, V-Pop","Mình quen nhau đã bảy năm 
 Có ai ngờ rằng mình sẽ chia tay 
 Có ai ngờ rằng đôi ta 
 Sẽ không sánh bước chung đôi 
 Hỡi em yêu thật quá dễ khi phải xa 
 Cứ ngỡ là mình sẽ luôn hạnh phúc 
 Cứ ngỡ bao ngày trôi qua 
 Cuộc tình đó không thể chia xa 
 Mãi mãi 
 Và anh khóc 
 Khóc cho cuộc tình chúng ta giờ đây 
 Chẳng thế quay lại 
 Dù đau đớn nhưng trong con tim anh 
 Không mang một lời than trách 
 Và anh mong 
 Em sẽ hạnh phúc thật nhiều 
 Em sẽ yêu ai thật tốt hơn anh 
 Dù như thế 
 Anh vẫn mong có một ngày 
 Anh mong em về lại bên anh 
 Và anh biết 
 Em cũng đã khóc thật nhiều 
 Giống như anh đau đớn mỗi ngày 
 Dù như thế ta cũng không thể trở lại 
 Bên nhau như ngày xưa ấy 
 Hai năm sau 
 Hình bóng em luôn trong lòng anh 
 Mỗi lúc anh cô đơn 
 Đến bây giờ đây 
 Anh không thể yêu thêm một ai khác 
 Và anh khóc 
 Khóc cho cuộc tình chúng ta giờ đây 
 Chẳng thế quay lại 
 Dù đau đớn nhưng trong con tim anh 
 Không mang một lời than trách 
 Và anh mong 
 Em sẽ hạnh phúc thật nhiều 
 Em sẽ yêu ai thật tốt hơn anh 
 Dù như thế 
 Anh vẫn mong có một ngày 
 Anh mong em về lại bên anh 
 Và anh biết 
 Em cũng đã khóc thật nhiều 
 Giống như anh đau đớn mỗi ngày 
 Dù như thế ta cũng không thể trở lại 
 Bên nhau như ngày xưa ấy 
 Thời gian sau em kết hôn 
 Anh chỉ muốn một điều nữa thôi 
 Đó là được nghe 
 Em nói em yêu anh một lần sau cuối 
 Hỡi em"
895,895,Chuyện Tình Chàng Fa,Phùng Ngọc Huy,,"Việt Nam, V-Pop","Một mình lặng thầm ngày tháng vẫn đi tìm 
 Nửa trái tim của mình giữa trần gian 
 Để rồi gặp nàng, người con gái dịu dàng 
 Sẻ chia cùng tôi những gian nan. 
 Một đời mù loà mà vẫn cứ vui cười 
 Vì có em ở gần mãi đời tôi 
 Mỗi lần buồn phiền vòng tay ấy nhẹ nhàng 
 Ôm tôi xoá tan giọt lệ rơi. 
 [ĐK:] 
 Chuyện tình tôi như một bài thơ 
 Chuyện tình tôi như một giấc mơ 
 Dù tôi sống trong tối tăm thì vẫn thế thôi 
 Đời vẫn vui 
 Vì người yêu tôi như một vầng trăng 
 Tựa nàng tiên trong cổ tích xưa 
 Nàng soi lối, dõi bước tôi vượt những đắng cay 
 Quên kiếp mù loà. 
 Một mình lặng thầm ngày tháng vẫn đi tìm 
 Nửa trái tim của mình giữa trần gian 
 Để rồi gặp nàng, người con gái dịu dàng 
 Sẻ chia cùng tôi những gian nan. 
 Một đời mù loà mà vẫn cứ vui cười 
 Vì có em ở gần mãi đời tôi 
 Mỗi lần buồn phiền vòng tay ấy nhẹ nhàng 
 Ôm tôi xoá tan giọt lệ rơi. 
 [ĐK:] 
 Chuyện tình tôi như một bài thơ 
 Chuyện tình tôi như một giấc mơ 
 Dù tôi sống trong tối tăm thì vẫn thế thôi 
 Đời vẫn vui 
 Vì người yêu tôi như một vầng trăng 
 Tựa nàng tiên trong cổ tích xưa 
 Nàng soi lối, dõi bước tôi vượt những đắng cay 
 Quên kiếp mù loà. 
 Chuyện tình tôi như một bài thơ 
 Chuyện tình tôi như một giấc mơ 
 Dù tôi sống trong tối tăm thì vẫn thế thôi 
 Đời vẫn vui 
 Người yêu tôi như một vầng trăng 
 Tựa nàng tiên trong cổ tích xưa 
 Nàng soi lối, dõi bước tôi vượt những đắng cay 
 Quên kiếp mù loà. 
 Người yêu tôi như một vầng trăng 
 Tựa nàng tiên trong cổ tích xưa 
 Nàng soi lối, dõi bước tôi vượt những đắng cay 
 Quên kiếp mù loà."
896,896,Chuyện Tình Cờ,Hoài Nam & Thanh Tuyền,,Việt Nam,"Ngày xưa ấy 
 Bên nhà tôi 
 Có cô bạn thân 
 Dịu dàng như 
 Bao nụ hoa 
 Nở trong sớm mai 
 Nàng thường làm thơ 
 Cho tôi viết 
 Những khúc nhạc 
 Hát cho em nghe 
 Lời tình ca tha thiết 
 Nhiều năm trôi 
 Tình yêu tôi 
 Cứ lớn dần lên 
 Tình đơn phương 
 Yêu nàng mà không nói ra 
 Đành vùi chôn 
 Bao lời yêu 
 Bao lời thương 
 Tận đáy tim mình 
 Để tình nàng 
 Vẫn mãi nguyên vẹn 
 Rồi một hôm 
 Em sang nhà tôi 
 Em nói với tôi 
 Trái tim của em 
 đã trót yêu một hình bóng 
 Lòng tôi cũng thầm vui 
 Vì cứ ngỡ đó là tôi 
 Nhưng nào ngờ 
 Người em yêu là người khác 
 Nát tan cõi lòng 
 Khi thấy em yêu người ta 
 Bao nhiêu kỷ niệm 
 Giờ đây đành tan vỡ 
 Lòng tôi tự trách tôi 
 Sao ngày xưa 
 Không dám nói 
 Để giờ đây ôm lặng câm 
 Khi tình ra đi 
 Nhớ thêm một lần 
 Tôi sẽ nhớ 
 Thêm lần này thôi 
 Những giọt nắng chiều 
 Cũng hay tôi đang khóc 
 Giờ người đã bước đi 
 Để lại bao nhiêu cố gắng 
 Chuyện tình yêu 
 Cô bạn thân 
 Thôi từ đây lãng quên 
 Nhiều năm trôi 
 Tình yêu tôi 
 Cứ lớn dần lên 
 Tình đơn phương 
 Yêu nàng mà không nói ra 
 Đành vùi chôn 
 Bao lời yêu 
 Bao lời thương 
 Tận đáy tim mình 
 Để tình nàng 
 Vẫn mãi nguyên vẹn 
 Rồi một hôm 
 Em sang nhà tôi 
 Em nói với tôi 
 Trái tim của em 
 đã trót yêu một hình bóng 
 Lòng tôi cũng thầm vui 
 Vì cứ ngỡ đó là tôi 
 Nhưng nào ngờ 
 Người em yêu là người khác 
 Nát tan cõi lòng 
 Khi thấy em yêu người ta 
 Bao nhiêu kỷ niệm 
 Giờ đây đành tan vỡ 
 Lòng tôi tự trách tôi 
 Sao ngày xưa 
 Không dám nói 
 Để giờ đây ôm lặng câm 
 Khi tình ra đi 
 Nhớ thêm một lần 
 Tôi sẽ nhớ 
 Thêm lần này thôi 
 Những giọt nắng chiều 
 Cũng hay tôi đang khóc 
 Giờ người đã bước đi 
 Để lại bao nhiêu cố gắng 
 Chuyện tình yêu 
 Cô bạn thân 
 Thôi từ đây lãng quên 
 Nát tan cõi lòng 
 Khi thấy em yêu người ta 
 Bao nhiêu kỷ niệm 
 Giờ đây đành tan vỡ 
 Lòng tôi tự trách tôi 
 Sao ngày xưa 
 Không dám nói 
 Để giờ đây ôm lặng câm 
 Khi tình ra đi 
 Nhớ thêm một lần 
 Tôi sẽ nhớ 
 Thêm lần này thôi 
 Những giọt nắng chiều 
 Cũng hay tôi đang khóc 
 Giờ người đã bước đi 
 Để lại bao nhiêu cố gắng 
 Chuyện tình yêu 
 Cô bạn thân 
 Thôi từ đây lãng quên 
 Chuyện tình yêu 
 Cô bạn thân 
 Thôi từ đây 
 Lãng quên"
897,897,Chuyện Tình Của Tôi,Châu Nhật Thanh,,"Việt Nam, Nhạc Trữ Tình","Mà sao vẫn thấy nhói đau từng hồi 
 Cuộc đời phong ba, tôi phải đành xa 
 Xa mối tình tôi mến yêu 
 Chỉ mong một ngày mai 
 Sẽ được thật nhiều tiền 
 Để cùng em kết duyên 
 Cùng dựng xây hạnh phúc 
 Mái tranh nghèo đàn con thơ 
 Nhưng than ôi ước nguyện nào được đâu 
 Vì đời là bể dâu 
 Người đành lòng xa, xa kỷ niệm 
 Xa mái nhà bao dấu yêu 
 Vì chữ hiếu, vì đàn em thơ dại 
 Nên người đành xa bước lên kiệu hoa 
 Lấy chồng xa bỏ lại tôi 
 Rồi từng năm trôi 
 Tôi vẫn mộng xa xôi 
 Chờ mong hình bóng ấy quay trở về 
 Chỉ vì tim tôi ghi khắc tình em 
 Mãi suốt đời không đổi thay 
 Chỉ yêu mình em thôi 
 Cả đời mình em thôi 
 Người tình ơi biết không 
 Vì nợ duyên anh đã 
 Lỡ chết cả đời rồi em ơi 
 Chuyện tình của tôi 
 Xa cách nhiều năm trôi 
 Mà sao vẫn thấy nhói đau từng hồi 
 Cuộc đời phong ba, tôi phải đành xa 
 Xa mối tình tôi mến yêu 
 Chỉ mong một ngày mai 
 Sẽ được thật nhiều tiền 
 Để cùng em kết duyên 
 Cùng dựng xây hạnh phúc 
 Mái tranh nghèo đàn con thơ 
 Nhưng than ôi ước nguyện nào được đâu 
 Vì đời là bể dâu 
 Người đành lòng xa, xa kỷ niệm 
 Xa mái nhà bao dấu yêu 
 Vì chữ hiếu, vì đàn em thơ dại 
 Nên người đành xa bước lên kiệu hoa 
 Lấy chồng xa bỏ lại tôi 
 Rồi từng năm trôi 
 Tôi vẫn mộng xa xôi 
 Chờ mong hình bóng ấy quay trở về 
 Chỉ vì tim tôi ghi khắc tình em 
 Mãi suốt đời không đổi thay 
 Chỉ yêu mình em thôi 
 Cả đời mình em thôi 
 Người tình ơi biết không 
 Vì nợ duyên anh đã 
 Lỡ chết cả đời rồi em ơi 
 Chỉ yêu mình em thôi 
 Cả đời mình em thôi 
 Người tình ơi biết không 
 Vì nợ duyên anh đã 
 Lỡ chết cả đời rồi em ơi"
898,898,Chuyện Tình Hoa Bướm,Cẩm Ly,,"Việt Nam, Nhạc Trữ Tình","Nghe lá thu rơi bên thềm 
 Chợt lòng thổn thức 
 Giấc mơ êm đềm 
 Một thời yêu dấu 
 Bên nhau kỷ niệm 
 Tạ từ chiều buồn 
 Loang mây tím 
 Tình yêu một thoáng qua rồi 
 Thời gian phong kín không lời 
 Hai đứa chia hai phương trời 
 Chỉ còn cõi nhớ trong đời 
 Bao nhiêu thu qua thay màu lá 
 Bao nhiêu đông qua 
 Nghe lạnh giá 
 Tình vẫn cách xa 
 Lòng như tiếng ca ngọc ngà 
 Đêm nay mưa rơi 
 Rơi ngoài hiên 
 Con tim cô đơn 
 Nghe buồn thêm 
 Một người chờ mong 
 đến năm tháng qua 
 Phù du 
 Như xác bướm khô tơi tả 
 Mà lòng thủy chung 
 Vẫn mơ hương hoa 
 Chuyện tình hoa bướm ban đầu 
 ôm ấp vào đời sầu đau 
 Nghe lá thu rơi bên thềm 
 Chợt lòng thổn thức 
 Giấc mơ êm đềm 
 Một thời yêu dấu 
 Bên nhau kỷ niệm 
 Tạ từ chiều buồn 
 Loang mây tím 
 Tình yêu một thoáng qua rồi 
 Thời gian phong kín không lời 
 Hai đứa chia hai phương trời 
 Chỉ còn cõi nhớ trong đời 
 Bao nhiêu thu qua thay màu lá 
 Bao nhiêu đông qua 
 Nghe lạnh giá 
 Tình vẫn cách xa 
 Lòng như tiếng ca ngọc ngà 
 Đêm nay mưa rơi 
 Rơi ngoài hiên 
 Con tim cô đơn 
 Nghe buồn thêm 
 Một người chờ mong 
 đến năm tháng qua 
 Phù du 
 Như xác bướm khô tơi tả 
 Mà lòng thủy chung 
 Vẫn mơ hương hoa 
 Chuyện tình hoa bướm ban đầu 
 ôm ấp vào đời sầu đau"
899,899,Chuyện Tình Hoa Cát Đằng,Trung Hậu,,"Việt Nam, Nhạc Trữ Tình","Chuyện một tình yêu nuôi nấng chắt chiu 
 Vỡ tan như khói chiều 
 Vào chuyện ngày xưa 
 Bên mái trường trung học 
 Tình thư trao nhau 
 Sau những mùa hè xa cách 
 Hờn trách cho nhau 
 Sau những lần chờ lỗi hẹn 
 Môi ấm ân tình 
 Thề ước hẹn vẹn thủy chung 
 Hoa Cát Đằng ơi 
 Ôi hoa Cát Đằng ơi 
 Kiêu sa mà dối gian 
 Lời nói điêu ngoa 
 Cho tình đầu tan rã 
 Từ giã cơ hàn 
 Em bước vào nhà quan 
 Cao sang quyền quý 
 Quên kỷ niệm thời còn thơ 
 Bỏ anh bơ vơ 
 Nơi xóm nghèo buồn hiu hắt 
 Chiều nghiêng nắng tắt 
 Bên giàn hoa Cát Đằng buồn 
 Đời là bể dâu nên câu ước thề 
 Dễ tan vào sương khói 
 Ngọt ngào đầu môi sao trắng như vôi 
 Tình mây bay cuối trời 
 Lời hẹn thề xưa 
 Chưa xóa nhòa kỷ niệm 
 Tìm đâu hương xưa 
 Mưa gió tàn giàn hoa cũ 
 Tình ngủ chưa yên 
 Mang nỗi niềm chìm lối mộng 
 Ngơ ngác đi tìm 
 Hoa Cát Đằng thời mộng mơ 
 Hoa Cát Đằng ơi 
 Ôi hoa Cát Đằng ơi 
 Kiêu sa mà dối gian 
 Lời nói điêu ngoa 
 Cho tình đầu tan rã 
 Từ giã cơ hàn 
 Em bước vào nhà quan 
 Cao sang quyền quý 
 Quên kỷ niệm thời còn thơ 
 Bỏ anh bơ vơ 
 Nơi xóm nghèo buồn hiu hắt 
 Chiều nghiêng nắng tắt 
 Bên giàn hoa Cát Đằng buồn 
 Đời là bể dâu nên câu ước thề 
 Dễ tan vào sương khói 
 Ngọt ngào đầu môi sao trắng như vôi 
 Tình mây bay cuối trời 
 Lời hẹn thề xưa 
 Chưa xóa nhòa kỷ niệm 
 Tìm đâu hương xưa 
 Mưa gió tàn giàn hoa cũ 
 Tình ngủ chưa yên 
 Mang nỗi niềm chìm lối mộng 
 Ngơ ngác đi tìm 
 Hoa Cát Đằng thời mộng mơ 
 Tình ngủ chưa yên 
 Mang nỗi niềm chìm lối mộng 
 Ngơ ngác đi tìm 
 Hoa Cát Đằng thời mộng mơ"
900,900,Chuyện Tình Hoa Mai,Đan Nguyên,,"Việt Nam, Nhạc Trữ Tình","Nhà nàng ở gốc cây mai trắng 
 Trên xóm mai vàng dưới đế kinh 
 Có một buổi chiều qua nơi ấy 
 Tôi về dệt mãi mộng ba sinh 
 Tôi rót hồn tôi xuống mắt nàng 
 Hồn tôi là cả một lời van 
 Tôi van nàng đấy van nàng đấy 
 Ai đã yêu đương chẳng vội vàng 
 Nàng có bao giờ 
 Thương nhớ tôi không 
 Tình tôi tự tuyết giá mùa đông 
 Mùa xuân mai nở tôi qua cửa 
 Nàng đứng nhìn hoa rất lạnh lùng 
 Một chiều lặng lẽ tôi dạo phố 
 Qua xóm mai vàng dưới đế kinh 
 Ngỡ ngàng tiếng nàng ru đâu đó 
 Tiếng ru à ơi buồn mông mênh 
 Cho đến một hôm giữa phố đông 
 Chợt trông kìa có phải nàng không 
 Ôm mai trìu mến như hình bóng 
 Không lẽ hoa mai đã lấy chồng 
 Nàng có bao giờ 
 Thương nhớ tôi không 
 Tình tôi tự tuyết giá mùa đông 
 Mùa xuân mai nở tôi qua cửa 
 Nàng đứng nhìn hoa rất lạnh lùng 
 Một chiều lặng lẽ tôi dạo phố 
 Qua xóm mai vàng dưới đế kinh 
 Ngỡ ngàng tiếng nàng ru đâu đó 
 Tiếng ru à ơi buồn mông mênh 
 Cho đến một hôm giữa phố đông 
 Chợt trông kìa có phải nàng không 
 Ôm mai trìu mến như hình bóng 
 Không lẽ hoa mai đã lấy chồng"
901,901,Chuyện Tình Hoa Muống Biển,Randy,,"Việt Nam, Nhạc Trữ Tình","Anh đến thăm em 
 Mùa vui bên biển 
 Nụ hoa muống biển 
 Rung rinh rung.. rinh 
 Chao sóng vỗ về 
 Chào em chào em 
 Làn gió mát ru 
 Triền sóng hát ca 
 Hải âu tung trời đùa 
 Cá tôm theo thuyền về 
 Anh kể chuyện tình 
 Về biển em... nghe. 
 Thuở loài người 
 Có tên trước biển 
 Và không ai 
 Gọi biển như bây giờ 
 Có chàng trai tên Biển 
 Cùng yêu thương 
 Cô Muống chân tình 
 Biển mải mê 
 Bơi tìm luồng cá 
 Con nước vô tình 
 Cuốn biển trôi... xa...! 
 Muống âu sầu 
 Rồi chết bên bờ 
 Đời gọi tên 
 Từ đó... loài hoa 
 Loài hoa muống biển 
 Đời gọi tên từ đó 
 Bông hoa trắng xinh xinh 
 Nhụy hoa buồn tim tím 
 Mùa xuân 
 Không về phố bao giờ! 
 Để đêm đêm 
 Nghe biển thức vọng về .. 
 Thuở loài người 
 Có tên trước biển 
 Và không ai 
 Gọi biển như bây giờ 
 Có chàng trai tên Biển 
 Cùng yêu thương 
 Cô Muống chân tình 
 Biển mải mê 
 Bơi tìm luồng cá 
 Con nước vô tình 
 Cuốn biển trôi.. xa...! 
 Muống âu sầu 
 Rồi chết bên bờ 
 Đời gọi tên 
 Từ đó... loài hoa 
 Loài hoa muống biển 
 Đời gọi tên từ đó 
 Bông hoa trắng xinh xinh 
 Nhụy hoa buồn tim tím 
 Mùa xuân 
 Không về phố bao giờ! 
 Để đêm đêm 
 Nghe biển thức vọng về .. 
 Mùa xuân 
 Không về phố bao giờ! 
 Để đêm đêm 
 Nghe biển thức vọng về .."
902,902,Chuyện Tình Hoa Mười Giờ,Hồ Quang 8,,"Việt Nam, Nhạc Trữ Tình","Ngày xưa 
 Em hay nói thích hoa mười giờ 
 Nên anh hay tìm 
 Tặng cho em 
 Những cánh hoa màu tím 
 Em hay nói rằng 
 Hoa tím còn khoe sắc 
 Ta còn yêu nhau 
 Dẫu xa muôn trùng 
 Mình đừng quên 
 Những câu hẹn thề 
 Một hôm anh không đến 
 Công viên hẹn hò 
 Cho em anh chờ 
 Bờ mi xinh 
 đẫm ướt khăn lệ thắm 
 Khi anh giải bày 
 Em chẳng màng 
 Chỉ khóc quay mặt đi thôi 
 Biết em hiểu lầm 
 Rồi giận anh 
 Chẳng trao một câu 
 Rồi thời gian trôi 
 Ta chia cách ngàn nơi 
 Anh đi chưa trở về 
 Cuộc đời phong sương 
 Nhưng trong tim từng đêm 
 Vẫn nhớ em vô vàng 
 Thầm mơ một mai 
 Xe hoa đến nhà em 
 Cho em thôi giận hờn 
 Nào ngờ tơ duyên 
 Thư anh chưa được nói 
 Giờ nàng đã mất đi 
 Làm sao không thổn thức 
 Lúc quay trở về 
 Bên ngôi mộ buồn 
 Nhìn mây bay tan nát 
 Trong hoàng hôn 
 Anh xin hứa rằng 
 Cho dẫu nàng 
 Vĩnh viễn xa lìa trần gian 
 Chẳng yêu ai ngoài 
 Người tình xưa 
 Mến yêu hoa 10 giờ 
 Rồi thời gian trôi 
 Ta chia cách ngàn nơi 
 Anh đi chưa trở về 
 Cuộc đời phong sương 
 Nhưng trong tim từng đêm 
 Vẫn nhớ em vô vàng 
 Thầm mơ một mai 
 Xe hoa đến nhà em 
 Cho em thôi giận hờn 
 Nào ngờ tơ duyên 
 Xưa anh chưa được nói 
 Giờ nàng đã mất đi 
 Làm sao không thổn thức 
 Lúc quay trở về 
 Bên ngôi mộ buồn 
 Nhìn mây bay tan nát 
 Trong hoàng hôn 
 Anh xin hứa rằng 
 Cho dẫu nàng 
 Vĩnh viễn xa lìa trần gian 
 Chẳng yêu ai ngoài 
 Người tình xưa 
 Mến yêu hoa 10 giờ 
 Chẳng yêu ai ngoài 
 Người tình xưa 
 Mến yêu hoa 10 giờ"
